Development Name,Borough,Account Name,Location,Meter AMR,Meter Scope,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Rate Class,Bill Analyzed,Consumption (HCF),Water&Sewer Charges,Other Charges
BAISLEY PARK,QUEENS,BAISLEY PARK,BLD 09,AMR,BLD 09,91,240,Q009100,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,8562430,2020-01,12/23/2019,01/26/2020,34,K13060723,N,196.35,Basic Water and Sewer,Yes,19,196.35,0
BAISLEY PARK,QUEENS,BAISLEY PARK,BLD 09,AMR,BLD 09,91,240,Q009100,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,8667039,2020-02,01/26/2020,02/24/2020,29,K13060723,N,258.35,Basic Water and Sewer,Yes,25,258.35,0
BAISLEY PARK,QUEENS,BAISLEY PARK,BLD 09,AMR,BLD 09,91,240,Q009100,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,8759719,2020-03,02/24/2020,03/23/2020,28,K13060723,N,217.02,Basic Water and Sewer,Yes,21,217.02,0
BAISLEY PARK,QUEENS,BAISLEY PARK,BLD 09,AMR,BLD 09,91,240,Q009100,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,8870760,2020-04,03/23/2020,04/23/2020,31,K13060723,N,103.34,Basic Water and Sewer,Yes,10,103.34,0
BAY VIEW,BROOKLYN,BAY VIEW,BLD 25 - Community Center,NONE,Community Center,92,670,K209200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK CITY WATER BOARD,8560969,2020-01,12/23/2019,01/26/2020,34,E17250205,N,72.34,Basic Water and Sewer,Yes,7,72.34,0
BAY VIEW,BROOKLYN,BAY VIEW,BLD 25 - Community Center,NONE,Community Center,92,670,K209200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK CITY WATER BOARD,8668124,2020-02,01/26/2020,02/24/2020,29,E17250205,N,82.67,Basic Water and Sewer,Yes,8,82.67,0
BAY VIEW,BROOKLYN,BAY VIEW,BLD 25 - Community Center,NONE,Community Center,92,670,K209200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK CITY WATER BOARD,8760323,2020-03,02/24/2020,03/23/2020,28,E17250205,N,62.00,Basic Water and Sewer,Yes,6,62,0
BAY VIEW,BROOKLYN,BAY VIEW,BLD 25 - Community Center,NONE,Community Center,92,670,K209200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK CITY WATER BOARD,8870903,2020-04,03/23/2020,04/23/2020,31,E17250205,N,39.34,Basic Water and Sewer,Yes,1,0,39.34
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 02,AMR,BLD 02,357,777,K035700,FEDERAL,NY005011310P,NEW YORK CITY WATER BOARD,8560922,2020-01,12/23/2019,01/26/2020,34,O78363626,N,3968.29,Basic Water and Sewer,Yes,384,3968.29,0
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 02,AMR,BLD 02,357,777,K035700,FEDERAL,NY005011310P,NEW YORK CITY WATER BOARD,8640291,2020-01,01/26/2020,02/13/2020,18,O78363626,N,1932.48,Basic Water and Sewer,Yes,187,1932.48,0
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 04,AMR,BLD 04,357,777,K035700,FEDERAL,NY005011310P,NEW YORK CITY WATER BOARD,8560988,2020-01,12/23/2019,01/26/2020,34,O78779274,N,4309.32,Basic Water and Sewer,Yes,417,4309.32,0
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 04,AMR,BLD 04,357,777,K035700,FEDERAL,NY005011310P,NEW YORK CITY WATER BOARD,8640313,2020-01,01/26/2020,02/13/2020,18,O78779274,N,2769.54,Basic Water and Sewer,Yes,268,2769.54,0
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 03,AMR,BLD 03,357,777,K035700,FEDERAL,NY005011310P,NEW YORK CITY WATER BOARD,8562617,2020-01,12/23/2019,01/26/2020,34,O78363667,N,5301.39,Basic Water and Sewer,Yes,513,5301.39,0
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 03,AMR,BLD 03,357,777,K035700,FEDERAL,NY005011310P,NEW YORK CITY WATER BOARD,8640268,2020-01,01/26/2020,02/13/2020,18,O78363667,N,2180.50,Basic Water and Sewer,Yes,211,2180.5,0
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 01,NONE,BLD 01,357,777,K035700,FEDERAL,NY005011310P,NEW YORK CITY WATER BOARD,8562332,2020-01,12/23/2019,01/26/2020,34,E15282911,N,6613.82,Basic Water and Sewer,Yes,640,6613.82,0
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 01,NONE,BLD 01,357,777,K035700,FEDERAL,NY005011310P,NEW YORK CITY WATER BOARD,8640309,2020-01,01/26/2020,02/13/2020,18,E15282911,N,3689.27,Basic Water and Sewer,Yes,357,3689.27,0
CLAREMONT REHAB (GROUP 2),BRONX,CLAREMONT REHAB (GROUP 2),BLD 06,NONE,STORE 01-02,307,330,B030700,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,8627548,2020-01,01/10/2020,02/09/2020,30,B15427961,Y,38.07,Basic Water and Sewer,Yes,3,38.07,0
CLAREMONT REHAB (GROUP 2),BRONX,CLAREMONT REHAB (GROUP 2),BLD 06,NONE,STORE 01-02,307,330,B030700,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,8627548,2020-01,01/10/2020,02/09/2020,30,HG0003940,Y,237.68,Basic Water and Sewer,Yes,23,237.68,0
CLAREMONT REHAB (GROUP 2),BRONX,CLAREMONT REHAB (GROUP 2),BLD 06,NONE,STORE 01-02,307,330,B030700,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,8697705,2020-03,02/09/2020,03/11/2020,31,B15427961,Y,39.34,Basic Water and Sewer,Yes,3,39.34,0
CLAREMONT REHAB (GROUP 2),BRONX,CLAREMONT REHAB (GROUP 2),BLD 06,NONE,STORE 01-02,307,330,B030700,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,8697705,2020-03,02/09/2020,03/11/2020,31,HG0003940,Y,248.02,Basic Water and Sewer,Yes,24,248.02,0
CLAREMONT REHAB (GROUP 2),BRONX,CLAREMONT REHAB (GROUP 2),BLD 06,NONE,STORE 01-02,307,330,B030700,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,8797330,2020-03,03/11/2020,04/09/2020,29,B15427961,Y,36.80,Basic Water and Sewer,Yes,3,36.8,0
CLAREMONT REHAB (GROUP 2),BRONX,CLAREMONT REHAB (GROUP 2),BLD 06,NONE,STORE 01-02,307,330,B030700,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,8797330,2020-03,03/11/2020,04/09/2020,29,HG0003940,Y,227.35,Basic Water and Sewer,Yes,22,227.35,0
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 03,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,8561004,2020-01,12/23/2019,01/26/2020,34,E97172487,N,382.36,Basic Water and Sewer,Yes,37,382.36,0
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 03,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,8668498,2020-02,01/26/2020,02/24/2020,29,E97172487,N,382.36,Basic Water and Sewer,Yes,37,382.36,0
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 03,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,8775852,2020-03,02/24/2020,03/23/2020,28,E97172487,N,485.70,Basic Water and Sewer,Yes,47,485.7,0
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 03,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,8866788,2020-04,03/23/2020,04/23/2020,31,E97172487,N,2552.52,Basic Water and Sewer,Yes,247,2552.52,0
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 06,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,8562447,2020-01,12/23/2019,01/26/2020,34,K15130317,N,620.05,Basic Water and Sewer,Yes,60,620.05,0
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 06,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,8664614,2020-02,01/26/2020,02/24/2020,29,K15130317,N,36.80,Basic Water and Sewer,Yes,0,0,36.8
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 06,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,8775967,2020-03,02/24/2020,03/23/2020,28,K15130317,N,35.53,Basic Water and Sewer,Yes,0,0,35.53
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 06,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,8866995,2020-04,03/23/2020,04/23/2020,31,K15130317,N,39.34,Basic Water and Sewer,Yes,0,0,39.34
CONLON LIHFE TOWER,QUEENS,CONLON LIHFE TOWER,BLD 01,AMR,BLD 01,232,347,Q023200,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,8577612,2020-01,12/22/2019,01/26/2020,35,E09031333,N,20575.19,Basic Water and Sewer,Yes,1991,20575.19,0
CONLON LIHFE TOWER,QUEENS,CONLON LIHFE TOWER,BLD 01,AMR,BLD 01,232,347,Q023200,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,8668633,2020-02,01/26/2020,02/24/2020,29,E09031333,N,17940.00,Basic Water and Sewer,Yes,1736,17940,0
CONLON LIHFE TOWER,QUEENS,CONLON LIHFE TOWER,BLD 01,AMR,BLD 01,232,347,Q023200,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,8761027,2020-03,02/24/2020,03/23/2020,28,E09031333,N,16627.57,Basic Water and Sewer,Yes,1609,16627.57,0
CONLON LIHFE TOWER,QUEENS,CONLON LIHFE TOWER,BLD 01,AMR,BLD 01,232,347,Q023200,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,8885369,2020-04,03/23/2020,04/23/2020,31,E09031333,N,17950.33,Basic Water and Sewer,Yes,1737,17950.33,0
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 04,AMR,,312,331,K031200,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,8562321,2020-01,12/23/2019,01/26/2020,34,O78610291,N,1715.46,Basic Water and Sewer,Yes,166,1715.46,0
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 04,AMR,,312,331,K031200,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,8668746,2020-02,01/26/2020,02/24/2020,29,O78610291,N,1457.11,Basic Water and Sewer,Yes,141,1457.11,0
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 04,AMR,,312,331,K031200,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,8755538,2020-03,02/24/2020,03/23/2020,28,O78610291,N,1529.45,Basic Water and Sewer,Yes,148,1529.45,0
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 04,AMR,,312,331,K031200,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,8868052,2020-04,03/23/2020,04/23/2020,31,O78610291,N,1643.12,Basic Water and Sewer,Yes,159,1643.12,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 03,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8562393,2020-01,12/23/2019,01/26/2020,34,E13304662,N,3337.91,Basic Water and Sewer,Yes,323,3337.91,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 01,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8562393,2020-01,12/23/2019,01/26/2020,34,E13304664,N,3472.26,Basic Water and Sewer,Yes,336,3472.26,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 02,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8562393,2020-01,12/23/2019,12/26/2020,369,E12292737,N,7192.53,Basic Water and Sewer,Yes,698,7192.53,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 02,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8669663,2020-02,01/26/2020,02/24/2020,29,E12292737,N,6024.78,Basic Water and Sewer,Yes,583,6024.78,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 03,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8669663,2020-02,01/26/2020,02/24/2020,29,E13304662,N,3172.57,Basic Water and Sewer,Yes,307,3172.57,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 01,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8669663,2020-02,01/26/2020,02/24/2020,29,E13304664,N,3275.91,Basic Water and Sewer,Yes,317,3275.91,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 02,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8780976,2020-03,02/24/2020,03/23/2020,28,E12292737,N,5900.77,Basic Water and Sewer,Yes,571,5900.77,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 03,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8780976,2020-03,02/24/2020,03/23/2020,28,E13304662,N,2841.88,Basic Water and Sewer,Yes,275,2841.88,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 01,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8780976,2020-03,02/24/2020,03/23/2020,28,E13304664,N,3658.27,Basic Water and Sewer,Yes,354,3658.27,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 02,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8863492,2020-04,03/23/2020,04/23/2020,31,E12292737,N,6624.16,Basic Water and Sewer,Yes,641,6624.16,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 03,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8863492,2020-04,03/23/2020,04/23/2020,31,E13304662,N,3906.29,Basic Water and Sewer,Yes,378,3906.29,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 01,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8863492,2020-04,03/23/2020,04/23/2020,31,E13304664,N,4371.32,Basic Water and Sewer,Yes,423,4371.32,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 04,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8562458,2020-01,12/25/2019,01/25/2020,31,E15220843,Y,3255.24,Basic Water and Sewer,Yes,315,3255.24,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 04,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8668575,2020-02,01/25/2020,02/23/2020,29,E15220843,N,3058.89,Basic Water and Sewer,Yes,296,3058.89,0
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 04,AMR,BLD 04,210,325,K021000,FEDERAL,NY005012100P,NEW YORK CITY WATER BOARD,9553100,2020-03,03/20/2018,03/19/2020,730,E13293807,N,47888.61,Basic Water and Sewer,Yes,4717,47888.61,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 04,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8775509,2020-03,02/23/2020,03/25/2020,31,E15220843,Y,3265.58,Basic Water and Sewer,Yes,316,3265.58,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 04,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8863442,2020-04,03/25/2020,04/25/2020,31,E15220843,Y,3265.58,Basic Water and Sewer,Yes,316,3265.58,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 06,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8562629,2020-01,12/23/2019,01/26/2020,34,E13126719,N,8928.66,Basic Water and Sewer,Yes,864,8928.66,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 06,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8669672,2020-02,01/26/2020,02/24/2020,29,E13126719,N,6376.14,Basic Water and Sewer,Yes,617,6376.14,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 06,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8759767,2020-03,02/24/2020,03/23/2020,28,E13126719,N,6221.13,Basic Water and Sewer,Yes,602,6221.13,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 06,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8863387,2020-04,03/23/2020,04/23/2020,31,E13126719,N,7192.53,Basic Water and Sewer,Yes,696,7192.53,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 07,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8577601,2020-01,12/26/2019,01/28/2020,33,E15220726,N,2955.55,Basic Water and Sewer,Yes,286,2955.55,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 07,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8668627,2020-02,01/28/2020,02/26/2020,29,E15220726,N,2180.50,Basic Water and Sewer,Yes,211,2180.5,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 07,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8760294,2020-03,02/26/2020,03/23/2020,26,E15220726,N,2211.50,Basic Water and Sewer,Yes,214,2211.5,0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 07,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8870589,2020-04,03/23/2020,04/23/2020,31,E15220726,N,2490.52,Basic Water and Sewer,Yes,241,2490.52,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 15,AMR,BLD 15,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8561420,2020-01,12/23/2019,01/26/2020,34,E20527605,N,206.68,Basic Water and Sewer,Yes,20,206.68,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 15,AMR,BLD 15,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8669694,2020-02,01/26/2020,02/24/2020,29,E20527605,N,196.35,Basic Water and Sewer,Yes,19,196.35,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 15,AMR,BLD 15,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8759230,2020-03,02/24/2020,03/23/2020,28,E20527605,N,186.01,Basic Water and Sewer,Yes,18,186.01,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 15,AMR,BLD 15,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8867688,2020-04,03/23/2020,04/23/2020,31,E20527605,N,196.35,Basic Water and Sewer,Yes,19,196.35,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 09,AMR,BLD 09,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8560630,2020-01,12/23/2019,01/26/2020,34,E20290493,N,227.35,Basic Water and Sewer,Yes,22,227.35,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 09,AMR,BLD 09,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8670103,2020-02,01/26/2020,02/24/2020,29,E20290493,N,237.68,Basic Water and Sewer,Yes,23,237.68,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 09,AMR,BLD 09,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8759406,2020-03,02/24/2020,03/23/2020,28,E20290493,N,217.02,Basic Water and Sewer,Yes,21,217.02,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 09,AMR,BLD 09,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8867606,2020-04,03/23/2020,04/23/2020,31,E20290493,N,227.35,Basic Water and Sewer,Yes,22,227.35,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 01,AMR,BLD 01,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8560869,2020-01,12/23/2019,01/26/2020,34,E22317869,N,372.03,Basic Water and Sewer,Yes,36,372.03,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 01,AMR,BLD 01,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8670079,2020-02,01/26/2020,02/24/2020,29,E22317869,N,237.68,Basic Water and Sewer,Yes,23,237.68,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 01,AMR,BLD 01,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8759415,2020-03,02/24/2020,03/23/2020,28,E22317869,N,206.68,Basic Water and Sewer,Yes,20,206.68,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 01,AMR,BLD 01,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8867598,2020-04,03/23/2020,04/23/2020,31,E22317869,N,196.35,Basic Water and Sewer,Yes,19,196.35,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 13,AMR,BLD 13,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8560934,2020-01,12/23/2019,01/26/2020,34,E20372610,N,516.71,Basic Water and Sewer,Yes,50,516.71,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 13,AMR,BLD 13,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8667921,2020-02,01/26/2020,02/24/2020,29,E20372610,N,361.69,Basic Water and Sewer,Yes,35,361.69,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 13,AMR,BLD 13,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8758606,2020-03,02/24/2020,03/23/2020,28,E20372610,N,320.36,Basic Water and Sewer,Yes,31,320.36,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 13,AMR,BLD 13,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8868044,2020-04,03/23/2020,04/23/2020,31,E20372610,N,299.69,Basic Water and Sewer,Yes,29,299.69,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 11,AMR,BLD 11,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8560906,2020-01,12/25/2019,01/26/2020,32,E20290494,N,1942.81,Basic Water and Sewer,Yes,188,1942.81,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 11,AMR,BLD 11,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8667285,2020-02,01/26/2020,02/24/2020,29,E20290494,N,744.06,Basic Water and Sewer,Yes,72,744.06,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 11,AMR,BLD 11,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8758530,2020-03,02/24/2020,03/23/2020,28,E20290494,N,268.69,Basic Water and Sewer,Yes,26,268.69,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 11,AMR,BLD 11,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8868040,2020-04,03/23/2020,04/23/2020,31,E20290494,N,227.35,Basic Water and Sewer,Yes,22,227.35,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 03,AMR,BLD 03,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8577538,2020-01,01/05/2020,01/27/2020,22,E20453242,N,992.07,Basic Water and Sewer,Yes,96,992.07,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 03,AMR,BLD 03,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8668728,2020-02,01/27/2020,02/24/2020,28,E20453242,N,919.73,Basic Water and Sewer,Yes,89,919.73,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 03,AMR,BLD 03,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8758538,2020-03,02/24/2020,03/23/2020,28,E20453242,N,134.34,Basic Water and Sewer,Yes,13,134.34,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 03,AMR,BLD 03,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8868019,2020-04,03/23/2020,04/23/2020,31,E20453242,N,124.01,Basic Water and Sewer,Yes,12,124.01,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 06,AMR,BLD 06,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8562544,2020-01,12/23/2019,01/26/2020,34,E20291369,N,227.35,Basic Water and Sewer,Yes,22,227.35,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 06,AMR,BLD 06,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8669661,2020-02,01/26/2020,02/24/2020,29,E20291369,N,206.68,Basic Water and Sewer,Yes,20,206.68,0
