Development Name,Borough,Account Name,Location,Meter AMR,Meter Scope,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Rate Class,Bill Analyzed,Consumption (HCF),Water&Sewer Charges,Other Charges
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),190-15 109TH ROAD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10786685,2021-12,11/18/2021,12/20/2021,32,E19363736,N,371.67,Basic Water and Sewer,Yes,35,371.67,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),190-15 109TH ROAD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10873492,2022-01,12/20/2021,01/19/2022,30,E19363736,N,435.38,Basic Water and Sewer,Yes,41,435.38,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),190-15 109TH ROAD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9719871,2021-01,12/22/2021,01/21/2021,-335,E19363736,N,186.01,Basic Water and Sewer,Yes,18,186.01,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),194-47 115TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9719865,2021-01,12/22/2020,01/21/2021,30,E19405270,N,940.40,Basic Water and Sewer,Yes,91,940.4,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),194-47 115TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9814536,2021-02,01/21/2021,02/22/2021,32,E19405270,N,640.71,Basic Water and Sewer,Yes,62,640.71,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),194-47 115TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9923614,2021-03,02/22/2021,03/24/2021,30,E19405270,N,661.38,Basic Water and Sewer,Yes,64,661.38,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),194-47 115TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10045978,2021-04,03/24/2021,04/22/2021,29,E19405270,N,454.70,Basic Water and Sewer,Yes,44,454.7,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),194-47 115TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10101018,2021-05,04/22/2021,05/24/2021,32,E19405270,N,485.70,Basic Water and Sewer,Yes,47,485.7,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),194-47 115TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10199295,2021-06,05/24/2021,06/23/2021,30,E19405270,N,423.70,Basic Water and Sewer,Yes,41,423.7,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),194-47 115TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10271727,2021-07,06/23/2021,07/22/2021,29,E19405270,N,454.06,Basic Water and Sewer,Yes,43,454.06,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),194-47 115TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10382312,2021-08,07/22/2021,08/24/2021,33,E19405270,N,647.76,Basic Water and Sewer,Yes,61,647.76,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),194-47 115TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10486558,2021-09,08/24/2021,09/20/2021,27,E19405270,N,658.38,Basic Water and Sewer,Yes,62,658.38,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),194-47 115TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10594595,2021-10,09/20/2021,10/20/2021,30,E19405270,N,807.04,Basic Water and Sewer,Yes,76,807.04,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),194-47 115TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10709434,2021-11,10/20/2021,11/18/2021,29,E19405270,N,775.19,Basic Water and Sewer,Yes,73,775.19,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),194-47 115TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10786682,2021-12,11/18/2021,12/20/2021,32,E19405270,N,1327.38,Basic Water and Sewer,Yes,125,1327.38,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),194-47 115TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10873483,2022-01,12/20/2021,01/19/2022,30,E19405270,N,1115.00,Basic Water and Sewer,Yes,105,1115,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),116-17 FARMERS BOULEVARD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9719863,2021-01,12/22/2020,01/21/2021,30,K15842395,N,237.68,Basic Water and Sewer,Yes,23,237.68,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),116-17 FARMERS BOULEVARD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9814540,2021-02,01/21/2021,02/22/2021,32,K15842395,N,237.68,Basic Water and Sewer,Yes,23,237.68,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),116-17 FARMERS BOULEVARD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9923615,2021-03,02/22/2021,03/24/2021,30,K15842395,N,186.01,Basic Water and Sewer,Yes,18,186.01,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),116-17 FARMERS BOULEVARD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10042740,2021-04,03/24/2021,04/22/2021,29,K15842395,N,227.35,Basic Water and Sewer,Yes,22,227.35,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),116-17 FARMERS BOULEVARD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10101013,2021-05,04/22/2021,05/24/2021,32,K15842395,N,227.35,Basic Water and Sewer,Yes,22,227.35,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),116-17 FARMERS BOULEVARD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10199296,2021-06,05/24/2021,06/23/2021,30,K15842395,N,144.68,Basic Water and Sewer,Yes,14,144.68,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),116-17 FARMERS BOULEVARD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10271863,2021-07,06/23/2021,07/22/2021,29,K15842395,N,126.86,Basic Water and Sewer,Yes,12,126.86,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),116-17 FARMERS BOULEVARD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10381823,2021-08,07/22/2021,08/24/2021,33,K15842395,N,180.52,Basic Water and Sewer,Yes,17,180.52,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),116-17 FARMERS BOULEVARD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10490929,2021-09,08/24/2021,09/20/2021,27,K15842395,N,169.90,Basic Water and Sewer,Yes,16,169.9,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),116-17 FARMERS BOULEVARD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10599010,2021-10,09/20/2021,10/20/2021,30,K15842395,N,180.52,Basic Water and Sewer,Yes,17,180.52,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),116-17 FARMERS BOULEVARD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10712306,2021-11,10/20/2021,11/18/2021,29,K15842395,N,159.90,Basic Water and Sewer,Yes,16,169.9,-10
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),116-17 FARMERS BOULEVARD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10786652,2021-12,11/18/2021,12/20/2021,32,K15842395,N,180.52,Basic Water and Sewer,Yes,17,180.52,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),116-17 FARMERS BOULEVARD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10873168,2022-01,12/20/2021,01/19/2022,30,K15842395,N,191.14,Basic Water and Sewer,Yes,18,191.14,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),144-29 105TH AVENUE,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9749990,2021-01,12/24/2020,01/23/2021,30,N29555295,Y,38.07,Basic Water and Sewer,Yes,1,38.07,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),144-29 105TH AVENUE,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9823949,2021-02,01/23/2021,02/21/2021,29,N29555295,Y,36.80,Basic Water and Sewer,Yes,1,36.8,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),144-29 105TH AVENUE,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9909548,2021-03,02/21/2021,03/26/2021,33,N29555295,N,41.88,Basic Water and Sewer,Yes,1,41.88,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),144-29 105TH AVENUE,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10030696,2021-04,03/26/2021,04/24/2021,29,N29555295,Y,36.80,Basic Water and Sewer,Yes,1,36.8,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),144-29 105TH AVENUE,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10116504,2021-05,04/24/2021,05/23/2021,29,N29555295,Y,36.80,Basic Water and Sewer,Yes,1,36.8,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),144-29 105TH AVENUE,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10163970,2021-05,05/23/2021,06/15/2021,23,N29555295,N,29.19,Basic Water and Sewer,Yes,1,29.19,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),108-15 164TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9748890,2021-01,12/24/2020,01/23/2021,30,E23129096,Y,51.67,Basic Water and Sewer,Yes,5,51.67,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),108-15 164TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9823635,2021-02,01/23/2021,02/21/2021,29,E23129096,Y,51.67,Basic Water and Sewer,Yes,5,51.67,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),108-15 164TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9915689,2021-03,02/21/2021,03/26/2021,33,E23129096,Y,62.00,Basic Water and Sewer,Yes,6,62,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),108-15 164TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10031542,2021-04,03/26/2021,04/24/2021,29,E23129096,Y,51.67,Basic Water and Sewer,Yes,5,51.67,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),108-15 164TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10119506,2021-05,04/24/2021,05/23/2021,29,E23129096,Y,51.67,Basic Water and Sewer,Yes,5,51.67,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),108-15 164TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10199438,2021-06,05/23/2021,06/25/2021,33,E23129096,Y,62.00,Basic Water and Sewer,Yes,6,62,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),108-15 164TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10289990,2021-07,06/25/2021,07/24/2021,29,E23129096,N,48.83,Basic Water and Sewer,Yes,4,48.83,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),108-15 164TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10406995,2021-08,07/24/2021,08/25/2021,32,E23129096,Y,40.61,Basic Water and Sewer,Yes,5,40.61,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),108-15 164TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10482216,2021-09,08/25/2021,09/28/2021,34,E23129096,Y,53.10,Basic Water and Sewer,Yes,5,53.1,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),108-15 164TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10595134,2021-10,09/28/2021,10/28/2021,30,E23129096,Y,53.10,Basic Water and Sewer,Yes,5,53.1,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),108-15 164TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10691727,2021-11,10/28/2021,11/29/2021,32,E23129096,Y,53.10,Basic Water and Sewer,Yes,5,53.1,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),108-15 164TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10802891,2021-12,11/29/2021,12/29/2021,30,E23129096,Y,53.10,Basic Water and Sewer,Yes,5,53.1,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),108-15 164TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10895130,2022-01,12/29/2021,01/27/2022,29,E23129096,Y,53.10,Basic Water and Sewer,Yes,5,53.1,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),110-15 169TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9734967,2021-01,12/22/2020,01/21/2021,30,E19508239,N,51.67,Basic Water and Sewer,Yes,5,51.67,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),110-15 169TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9809931,2021-02,01/21/2021,02/22/2021,32,E19508239,N,40.61,Basic Water and Sewer,Yes,5,40.61,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),110-15 169TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9924189,2021-03,02/22/2021,03/24/2021,30,E19508239,N,51.67,Basic Water and Sewer,Yes,5,51.67,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),110-15 169TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10034130,2021-04,03/24/2021,04/22/2021,29,E19508239,N,36.80,Basic Water and Sewer,Yes,3,36.8,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),110-15 169TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10100369,2021-05,04/22/2021,05/24/2021,32,E19508239,N,40.61,Basic Water and Sewer,Yes,4,40.61,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),110-15 169TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10199798,2021-06,05/24/2021,06/23/2021,30,E19508239,N,38.07,Basic Water and Sewer,Yes,4,38.07,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),110-15 169TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10271877,2021-07,06/23/2021,07/22/2021,29,E19508239,N,38.25,Basic Water and Sewer,Yes,3,38.25,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),110-15 169TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10382215,2021-08,07/22/2021,08/24/2021,33,E19508239,N,41.88,Basic Water and Sewer,Yes,4,41.88,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),110-15 169TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10482176,2021-09,08/24/2021,09/20/2021,27,E19508239,N,33.00,Basic Water and Sewer,Yes,3,33,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),110-15 169TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10603068,2021-10,09/20/2021,10/20/2021,30,E19508239,N,42.48,Basic Water and Sewer,Yes,4,42.48,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),110-15 169TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10712298,2021-11,10/20/2021,11/18/2021,29,E19508239,N,32.48,Basic Water and Sewer,Yes,4,42.48,-10
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),110-15 169TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10786649,2021-12,11/18/2021,12/20/2021,32,E19508239,N,42.48,Basic Water and Sewer,Yes,4,42.48,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),110-15 169TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10873164,2022-01,12/20/2021,01/19/2022,30,E19508239,N,53.10,Basic Water and Sewer,Yes,5,53.1,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),109-20 212TH STREET,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9734962,2021-01,12/22/2020,01/21/2021,30,V52311736,N,113.68,Basic Water and Sewer,Yes,11,113.68,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),109-20 212TH STREET,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9809864,2021-02,01/21/2021,02/22/2021,32,V52311736,N,103.34,Basic Water and Sewer,Yes,10,103.34,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),109-20 212TH STREET,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9914810,2021-03,02/22/2021,03/24/2021,30,V52311736,N,113.68,Basic Water and Sewer,Yes,11,113.68,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),109-20 212TH STREET,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10034124,2021-04,03/24/2021,04/22/2021,29,V52311736,N,103.34,Basic Water and Sewer,Yes,10,103.34,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),109-20 212TH STREET,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10100927,2021-05,04/22/2021,05/24/2021,32,V52311736,N,113.68,Basic Water and Sewer,Yes,11,113.68,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),109-20 212TH STREET,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10199800,2021-06,05/24/2021,06/23/2021,30,V52311736,N,144.68,Basic Water and Sewer,Yes,14,144.68,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),109-20 212TH STREET,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10271878,2021-07,06/23/2021,07/22/2021,29,V52311736,N,158.43,Basic Water and Sewer,Yes,15,158.43,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),109-20 212TH STREET,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10382216,2021-08,07/22/2021,08/24/2021,33,V52311736,N,159.29,Basic Water and Sewer,Yes,15,159.29,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),109-20 212TH STREET,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10486405,2021-09,08/24/2021,09/20/2021,27,V52311736,N,127.43,Basic Water and Sewer,Yes,12,127.43,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),109-20 212TH STREET,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10598734,2021-10,09/20/2021,10/20/2021,30,V52311736,N,169.90,Basic Water and Sewer,Yes,16,169.9,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),109-20 212TH STREET,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10712287,2021-11,10/20/2021,11/18/2021,29,V52311736,N,181.14,Basic Water and Sewer,Yes,18,191.14,-10
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),109-20 212TH STREET,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10786644,2021-12,11/18/2021,12/20/2021,32,V52311736,N,244.24,Basic Water and Sewer,Yes,23,244.24,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),109-20 212TH STREET,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10873157,2022-01,12/20/2021,01/19/2022,30,V52311736,N,244.24,Basic Water and Sewer,Yes,23,244.24,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),134-17 120TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9734908,2021-01,12/22/2020,01/21/2021,30,V48018374,N,206.68,Basic Water and Sewer,Yes,20,206.68,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),134-17 120TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9809910,2021-02,01/21/2021,02/22/2021,32,V48018374,N,279.02,Basic Water and Sewer,Yes,27,279.02,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),134-17 120TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,9914802,2021-03,02/22/2021,03/24/2021,30,V48018374,N,206.68,Basic Water and Sewer,Yes,20,206.68,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),134-17 120TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10034285,2021-04,03/24/2021,04/22/2021,29,V48018374,N,217.02,Basic Water and Sewer,Yes,21,217.02,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),134-17 120TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10100216,2021-05,04/22/2021,05/24/2021,32,V48018374,N,196.35,Basic Water and Sewer,Yes,19,196.35,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),134-17 120TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10199804,2021-06,05/24/2021,06/23/2021,30,V48018374,N,134.34,Basic Water and Sewer,Yes,13,134.34,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),134-17 120TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10289994,2021-07,06/23/2021,07/22/2021,29,V48018374,N,84.38,Basic Water and Sewer,Yes,8,84.38,0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),134-17 120TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,10401245,2021-08,07/22/2021,08/24/2021,33,V48018374,N,95.57,Basic Water and Sewer,Yes,9,95.57,0
